Year	Antigua and Barbuda	Barbados	Belize	Canada	Costa Rica	Cuba	Dominica	Dominican Republic	El Salvador	Greenland	Grenada	Guatemala	Haiti	Honduras	Jamaica	Mexico	Nicaragua	Panama	Saint Kitts and Nevis	Saint Lucia	Saint Vincent and the Grenadines	The Bahamas	United States of America	Argentina	Bolivia	Brazil	Chile	Colombia	Ecuador	French Guiana	Guyana	Paraguay	Peru	Suriname	Trinidad and Tobago	Uruguay	Venezuela	Albania	Andorra	Austria	Belarus	Belgium	Bosnia and Herzegovina	Bulgaria	Croatia	Czechia	Denmark (Europe)	Estonia	Finland	France (Europe)	Germany	Greece	Hungary	Iceland	Ireland	Italy	Kosovo	Latvia	Liechtenstein	Lithuania	Luxembourg	Macedonia	Malta	Moldova	Monaco	Montenegro	Netherlands	Norway	Poland	Portugal	Republic of Serbia	Romania	San Marino	Slovakia	Slovenia	Spain	Sweden	Switzerland	Ukraine	United Kingdom (Europe)	Algeria	Angola	Benin	Botswana	Burkina Faso	Burundi	Cabo Verde	Cameroon	Central African Republic	Chad	Comoros	Democratic Republic of the Congo	Djibouti	Equatorial Guinea	Eritrea	Eswatini	Ethiopia	Gabon	Gambia	Ghana	Guinea	Guinea-Bissau	Ivory Coast	Kenya	Lesotho	Liberia	Libya	Madagascar	Malawi	Mali	Mauritania	Mauritius	Morocco	Mozambique	Namibia	Niger	Nigeria	Republic of the Congo	Rwanda	Senegal	Seychelles	Sierra Leone	Somalia	South Africa	South Sudan	Sudan	São Tomé and Principe	Togo	Tonga	Tunisia	Uganda	United Republic of Tanzania	Western Sahara	Zambia	Zimbabwe	Afghanistan	Armenia	Azerbaijan	Bangladesh	Bhutan	Cambodia	China	Georgia	India	Japan	Kazakhstan	Kyrgyzstan	Laos	Maldives	Mongolia	Myanmar	Nepal	North Korea	Pakistan	Russia	South Korea	Sri Lanka	Taiwan	Tajikistan	Thailand	Turkmenistan	Uzbekistan	Vietnam	Bahrain	Cyprus	Egypt	Iran	Iraq	Israel	Jordan	Kuwait	Lebanon	Northern Cyprus	Oman	Palestine	Qatar	Saudi Arabia	Syria	Turkey	United Arab Emirates	Yemen	Australia	Brunei	East Timor	Federated States of Micronesia	Fiji	Indonesia	Kiribati	Malaysia	Marshall Islands	Nauru	New Zealand	Palau	Papua New Guinea	Philippines	Samoa	Singapore	Solomon Islands	Tuvalu	Vanuatu	Arctic Ocean	Indian Ocean	North Atlantic	North Pacific	South Atlantic	South Pacific	Southern Ocean	Antarctica
1860	-0.959270	-0.865276	-0.961321	-0.212548	-1.119143	-0.955334	-0.910492	-1.067154	-1.120676	-0.372501	-0.850260	-1.044241	-1.062803	-1.038895	-0.973621	-0.715208	-1.073582	-1.072884	-0.974356	-0.889523	-0.899616	-1.072632	-0.360808	-0.720375	-0.546318	-0.532343	-0.668532	-0.950361	-9999	-0.703012	-0.725794	-0.484528	-9999	-0.699141	-0.833073	-0.974590	-0.896778	-0.031392	-1.031748	-1.123400	-0.366046	-1.327009	-0.539949	0.219091	-0.787990	-0.999310	-1.307352	-0.657214	-0.908831	-1.091531	-1.198957	0.259970	-0.543649	-1.153316	-1.329461	-0.806777	-0.079298	-0.518734	-1.113995	-0.463984	-1.265244	0.091093	-0.162983	-0.030596	-1.227818	-0.220658	-1.345007	-1.232626	-0.653900	-0.688179	-0.205100	0.000768	-0.886862	-0.571474	-1.069962	-0.791043	-1.346922	-1.229441	-0.207988	-1.440525	-0.752712	-9999	-9999	-0.768429	-9999	-9999	-9999	-9999	-9999	-9999	-0.630987	-9999	-9999	-9999	-9999	-0.866571	-9999	-9999	-9999	-9999	-0.804987	-9999	-0.719116	-9999	-0.898008	-0.679972	-0.453712	-0.566353	-0.740675	-0.786858	-0.788639	-0.313101	-0.671396	-0.750359	-0.690609	-9999	-9999	-9999	-9999	-9999	-0.704107	-0.753803	-9999	-0.851244	-9999	-9999	-9999	-9999	-9999	-0.613195	-9999	-9999	-0.722906	-0.719839	-0.778967	-0.812522	-0.393319	-0.476458	-0.890495	-0.895915	-0.868814	-1.271694	-0.416657	-0.844816	-1.196241	-1.892642	-1.541471	-0.822695	-0.738190	-1.964468	-0.878103	-9999	-1.639688	-9999	-1.288446	-1.464069	-0.696394	-0.789003	-1.328264	-0.886143	-0.923390	-1.308243	-0.813858	-0.549681	0.088285	-0.265635	-0.449472	-0.259048	-0.077021	-0.131302	-0.399197	0.014139	0.096268	-9999	-0.050640	-0.587658	-0.520502	-0.066380	0.038439	-9999	-9999	-0.500216	-0.886368	-9999	-9999	-9999	-9999	-9999	-0.895334	-9999	-9999	-0.864970	-9999	-9999	-0.811203	-9999	-0.909986	-9999	-9999	-9999	-0.428039	-0.334569	-0.173237	-0.457016	-0.283548	-0.289181	-9999	-9999	
1861	-0.882940	-0.840370	-0.828661	-0.939705	-0.977457	-0.564636	-0.873316	-0.818880	-0.945942	-1.658035	-0.851234	-0.892794	-0.782734	-0.892290	-0.738930	-0.449921	-0.931345	-0.995621	-0.884678	-0.857113	-0.868675	-0.539370	-0.283373	-0.809434	-0.970667	-0.933947	-0.934955	-1.039053	-9999	-0.900141	-0.928282	-0.919477	-9999	-0.912647	-0.882818	-0.820354	-0.980349	-0.216920	0.119808	-0.160028	-0.659269	-0.189026	-0.196352	-0.620396	-0.147227	-0.220704	-0.277268	-0.551990	-0.254093	-0.131398	-0.193947	-0.281496	-0.265105	-0.461173	-0.196605	-0.153581	-0.269065	-0.515652	-0.126893	-0.391432	-0.145113	-0.268779	-0.338428	-1.378930	0.102201	-0.226966	-0.223513	-0.066561	-0.218569	-0.176772	-0.324765	-0.813154	-0.161275	-0.254323	-0.099060	-0.043139	-0.124782	-0.120352	-1.263605	-0.182774	-0.689350	-9999	-9999	-0.790138	-9999	-9999	-9999	-9999	-9999	-9999	-0.816334	-9999	-9999	-9999	-9999	-0.964991	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-0.898669	-0.956329	-0.791290	-0.781420	-0.921186	-9999	-0.705069	-0.526968	-0.469545	-0.925497	-0.657810	-9999	-9999	-9999	-9999	-9999	-0.867870	-0.949762	-9999	-0.773937	-9999	-9999	-9999	-9999	-9999	-0.469791	-9999	-9999	-0.596592	-0.864172	-0.908281	-1.004350	-1.478606	-1.508326	-1.028837	-1.006068	-1.029613	-1.068160	-1.589439	-1.007318	-1.210169	-1.172818	-1.006678	-1.009052	-0.979156	-1.232841	-1.013941	-9999	-1.322970	-9999	-1.001476	-1.227538	-0.975040	-0.985380	-1.108742	-1.013273	-1.280709	-1.237181	-1.020586	-1.277428	-1.167404	-1.089878	-1.206755	-1.461506	-1.394888	-1.430094	-1.429274	-1.348230	-1.162254	-9999	-1.401970	-1.183901	-1.265535	-1.384916	-1.209390	-1.078781	-9999	-0.609005	-1.072668	-9999	-9999	-9999	-9999	-9999	-1.044302	-9999	-9999	-0.438149	-9999	-9999	-1.043743	-9999	-1.020931	-9999	-9999	-9999	-0.635580	-0.378668	-0.191025	-0.511994	-0.525195	-9999	-9999	-9999	
1862	-0.932438	-0.919659	-1.022663	-1.618806	-1.273167	-0.668892	-0.934542	-0.881302	-1.197577	-1.977901	-0.914562	-1.092279	-0.875996	-1.154114	-0.887108	-0.515261	-1.207132	-1.262177	-0.931143	-0.923120	-0.926071	-0.569963	-0.692598	-0.912477	-1.042397	-1.098482	-1.116852	-1.251265	-9999	-1.127079	-1.080927	-0.848465	-9999	-1.108486	-0.915007	-0.797972	-1.104677	0.207876	0.080435	0.608311	-1.936554	0.496986	0.201981	-0.207991	0.262703	0.239653	-0.614417	-2.462320	-2.075818	0.103961	0.292274	0.120216	0.092675	-0.840549	-0.620779	0.249950	0.164489	-2.271850	0.816927	-2.020707	0.552573	0.164664	0.257729	-1.207161	0.265273	0.194635	0.251689	-0.910125	-0.822665	-0.461841	0.099433	-0.503260	0.143899	-0.085074	0.325628	-0.257806	-1.167653	0.607878	-1.548849	-0.335657	-0.530907	-9999	-9999	-0.998781	-1.218241	-9999	-1.235039	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-1.020435	-9999	-9999	-1.169060	-9999	-1.232740	-1.199343	-1.216475	-9999	-0.959849	-1.199183	-0.590658	-9999	-9999	-1.090607	-1.014854	-9999	-0.672974	-1.159674	-0.972260	-9999	-9999	-9999	-9999	-1.178656	-9999	-1.219675	-9999	-0.962200	-9999	-9999	-9999	-9999	-9999	0.076221	-9999	-9999	-0.888264	-1.116110	-1.087076	-1.300522	-1.661321	-1.689000	-9999	-9999	-9999	-1.491478	-1.759616	-9999	-1.176373	-1.900293	-1.558196	-9999	-9999	-1.879523	-9999	-9999	-1.135437	-9999	-1.641658	-1.347605	-9999	-1.724001	-1.513371	-9999	-1.559033	-1.620609	-9999	-1.605139	-1.076454	-1.172983	-1.423328	-1.573990	-1.433805	-1.482897	-1.673944	-1.376926	-1.072332	-9999	-1.446932	-1.535818	-1.617670	-1.454510	-1.098415	-1.427025	-9999	-0.680225	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-0.887386	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-1.017235	-0.239664	-0.477826	-0.486723	-0.383637	-0.342065	-9999	-9999	
1863	-0.814272	-0.922119	-0.939667	-0.871383	-0.855455	-0.819460	-0.882811	-0.781525	-0.900303	-2.501097	-0.955242	-0.911020	-0.793547	-0.913734	-0.844479	-0.766247	-0.895782	-0.871328	-0.820343	-0.926729	-0.933697	-0.750023	-0.508486	-1.212261	-0.789034	-0.802790	-1.095130	-0.892607	-9999	-0.805517	-0.888987	-0.953281	-9999	-0.846510	-0.980532	-1.175301	-0.948578	0.429392	0.110077	0.994718	1.033462	0.515470	0.679393	0.371218	0.822794	1.034708	0.540153	1.122950	1.056277	0.131625	0.648136	0.246442	1.020314	-1.263110	-0.046809	0.394254	0.504832	1.059491	0.723863	1.038605	0.497225	0.435378	0.132599	0.480084	0.273036	0.521902	0.465651	0.259036	1.042407	-0.527259	0.643805	0.572580	0.603520	1.117198	0.884048	-0.319055	0.768996	0.498413	0.474414	0.105812	-0.723434	-9999	-9999	-0.661587	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-0.779865	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-0.812254	-9999	-0.459921	-9999	-9999	-9999	-0.811674	-9999	-0.796421	-0.669312	-0.585640	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-0.771189	-9999	-9999	-9999	-9999	-9999	-0.149170	-9999	-9999	-0.829321	-0.586470	-0.665358	-0.625107	-1.072166	-1.008858	-0.781860	-0.742171	-0.936993	-0.460885	-0.969740	-9999	-0.443644	0.105929	-0.253338	-0.964338	-9999	0.087429	-0.856482	-9999	-0.229320	-9999	0.000192	-0.471711	-9999	-1.103933	-0.499105	-0.929995	-0.682273	-0.436479	-0.962149	-1.114841	-0.676382	-0.719194	-0.940680	-1.142672	-0.915249	-0.962141	-1.269068	-0.825205	-0.682178	-9999	-0.903851	-1.047846	-1.040356	-0.910429	-0.632955	-9999	-9999	-0.494495	-9999	-9999	-9999	-9999	-9999	-9999	-0.809450	-9999	-9999	-1.115063	-9999	-9999	-9999	-9999	-0.786747	-9999	-9999	-9999	-0.580734	-0.279373	-0.448549	-9999	-0.392131	-9999	-9999	-9999	
1864	-0.736536	-0.754194	-1.281929	-0.444756	-1.053652	-1.296833	-0.751268	-0.866755	-1.143917	-0.833755	-0.746639	-1.212385	-0.931789	-1.183393	-1.135723	-0.802877	-1.115036	-0.986382	-0.729206	-0.754015	-0.752640	-1.302656	-0.607574	-0.733366	-0.928427	-0.843142	-0.846313	-0.865450	-9999	-0.760067	-0.733549	-0.890163	-9999	-0.743628	-0.732958	-0.630959	-0.804003	-0.996386	-0.416885	-1.626300	-1.419722	-1.313831	-1.345162	-1.115429	-1.445844	-2.002161	-1.407254	-1.036709	-1.258321	-0.772936	-1.768337	-0.800033	-1.777670	-0.438873	-0.536471	-0.852211	-1.165836	-1.200355	-1.252565	-1.471900	-1.368011	-1.051273	-0.402388	-1.318516	-0.698738	-1.170335	-1.458576	-1.211385	-1.839218	-0.058124	-1.408236	-1.487344	-1.119729	-1.923410	-1.457594	-0.332690	-1.490214	-1.133967	-1.409647	-0.729765	-0.297451	-0.664265	-9999	-0.655771	-9999	-0.737247	-9999	-9999	-9999	-9999	-0.775969	-0.728256	-0.607605	-9999	-0.493996	-0.786329	-0.660479	-9999	-9999	-9999	-9999	-9999	-9999	-0.751869	-0.740879	-9999	-0.371313	-0.824202	-0.773111	-9999	-0.423489	-9999	-0.287502	-0.789162	-0.566734	-9999	-9999	-9999	-0.739346	-9999	-0.831747	-9999	-0.739727	-0.671249	-0.680014	-0.471676	-9999	-9999	-9999	-0.324760	-0.741179	-0.750460	-0.329927	-0.703066	-0.741533	-1.024068	-0.679990	-0.828211	-0.921104	-0.912259	-1.052979	-1.087186	-0.640880	-9999	-0.927107	-1.113056	-1.199614	-1.071798	-9999	-1.482993	-0.987047	-9999	-0.821439	-9999	-0.686224	-1.029822	-9999	-1.285822	-1.222523	-1.042322	-1.055625	-1.190632	-1.071760	-0.533751	-0.156309	-0.194197	-0.712603	-0.483866	-0.070440	-0.197599	-0.414557	-0.161539	-0.214811	-9999	-0.067848	-0.586933	-0.398325	-0.374928	-0.568041	-0.687235	-9999	-0.742180	-9999	-9999	-9999	-9999	-9999	-9999	-0.946665	-9999	-9999	-0.273376	-9999	-9999	-9999	-9999	-0.923513	-9999	-9999	-9999	-0.422822	-0.469267	-0.248671	-0.268230	-0.392382	-0.173237	-9999	-9999	
1865	-0.503332	-0.526443	-0.744694	-0.532459	-0.782827	-0.617769	-0.519629	-0.541481	-0.742037	-1.236698	-0.581232	-0.724676	-0.573889	-0.763678	-0.675312	-0.500296	-0.783901	-0.774340	-0.522831	-0.548952	-0.569040	-0.519478	-0.543155	-0.236424	-0.662779	-0.714872	-0.459421	-0.743368	-9999	-0.584730	-0.626381	-0.585884	-9999	-0.604225	-0.641466	-0.106665	-0.715427	-0.284800	-0.076744	-0.103377	-0.777993	0.370991	-0.203906	-0.500648	-0.102476	-0.252733	-0.426647	-0.969574	-1.026487	0.115036	0.009463	-0.307619	-0.387996	-0.874072	0.129410	-0.024583	-0.324021	-0.787044	0.082424	-0.775283	0.414637	-0.332662	-0.266996	-0.546249	0.086932	-0.281854	0.098255	-0.777686	-0.533386	-0.246542	-0.371207	-0.565070	0.084933	-0.523136	0.036223	-0.286422	-0.699486	0.198755	-0.730560	0.096007	-0.378286	-9999	-9999	-0.226568	-9999	-9999	-0.284237	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-0.275137	-9999	-9999	-0.323519	-9999	-0.469654	-0.369898	-9999	-9999	-0.170341	-0.512331	-0.302216	-9999	-9999	-0.463486	-0.356167	-9999	-0.346981	-0.455122	-0.179625	-9999	-9999	-9999	-9999	-0.344097	-9999	-0.488663	-9999	-0.142181	-9999	-9999	-9999	-9999	-9999	-0.258987	-9999	-9999	-0.317316	-0.403162	-0.362795	-0.690099	-0.445252	-0.585143	-0.524549	-0.554994	-0.587578	-0.598057	-0.463587	-0.413559	-0.575567	-0.990314	-0.904499	-0.500904	-0.152693	-0.808200	-0.519758	-0.567009	-0.761942	-9999	-0.583570	-0.663054	0.193439	-0.308847	-0.961584	-0.556250	-0.766829	-0.925359	-0.505424	-0.299711	0.128119	-0.016376	-0.418627	-0.179268	0.246824	0.159861	-0.204891	0.138384	0.063475	-9999	0.246616	-0.335545	-0.196360	-0.060707	-0.295622	-0.425529	-9999	-0.548038	-0.658178	-9999	-9999	-9999	-9999	-9999	-0.645336	-9999	-9999	-0.403468	-9999	-9999	-0.523481	-9999	-0.666969	-9999	-9999	-9999	-0.373133	-0.292221	-0.221038	-9999	-0.239143	-9999	-9999	-9999	
1866	-0.545183	-0.556400	-0.953800	-0.939755	-1.086912	-0.871178	-0.536898	-0.874359	-0.992826	-1.972202	-0.580177	-0.927794	-0.989944	-1.041626	-1.252590	-0.499910	-1.109695	-1.087847	-0.586845	-0.573175	-0.585663	-0.564596	-0.646799	-0.427900	-0.583141	-0.599916	-0.507895	-0.903454	-9999	-0.488798	-0.590555	-0.594763	-9999	-0.533567	-0.584345	-0.391460	-0.791859	0.010703	0.306166	0.266249	0.392646	0.366673	0.049449	-0.108271	0.134619	0.405754	-0.067507	-0.055866	-0.862020	0.221797	0.372182	0.019376	0.233704	-1.461562	-0.321591	0.093272	0.013372	0.215354	0.296736	0.361403	0.426815	0.019561	0.011612	0.029185	0.243865	0.007189	0.254501	-0.706167	0.404249	-0.409746	0.072416	0.068785	0.091879	0.324175	0.196992	-0.088593	-0.733788	0.360786	0.047903	-0.089523	-0.190544	-9999	-9999	-0.264151	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-0.296814	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-0.262271	-9999	-0.131868	-9999	-9999	-9999	-0.464407	-9999	-0.382505	-9999	-0.232906	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-0.260952	-9999	-9999	-9999	-9999	-9999	-0.006023	-9999	-9999	-0.446451	-9999	-9999	-0.768521	-0.566217	-0.697922	-0.414680	-0.447990	-0.639315	-0.469509	-0.554002	-0.369093	-1.237252	-0.547981	-0.747603	-0.601665	-0.301086	-0.125781	-0.458483	-0.462729	-0.894529	-9999	0.050217	-1.092963	0.005899	-0.726492	-0.926229	-0.530054	-0.866475	-0.866926	-0.655502	-0.537054	0.046982	-0.074884	-0.672461	-0.448906	0.078218	-0.030891	-0.582790	0.101540	-0.019188	-9999	0.107763	-0.511675	-0.355133	-0.134188	-0.362252	-0.520763	-9999	-0.333515	-0.733198	-9999	-9999	-9999	-0.684238	-9999	-0.672796	-9999	-9999	-0.120287	-9999	-9999	-0.662344	-9999	-0.671223	-9999	-9999	-9999	-0.370595	-0.188421	-0.132440	-9999	-0.265089	-9999	-9999	-9999	
1867	-0.523876	-0.483063	-0.506702	-0.708928	-0.603762	-0.518410	-0.508795	-0.635897	-0.544256	-0.295464	-0.485680	-0.499634	-0.659721	-0.597635	-0.805834	0.177559	-0.628365	-0.657097	-0.547600	-0.499098	-0.508343	-0.466055	-0.450369	-0.572770	-0.542139	-0.455851	-0.574730	-0.591032	-9999	-0.349768	-0.418243	-0.650206	-9999	-0.375801	-0.470537	-0.593777	-0.553257	-0.053813	-0.049850	-0.226917	-1.522341	-0.288442	-0.065362	-0.379576	-0.043976	-0.487728	-1.405611	-2.556121	-3.020417	-0.195806	-0.449314	-0.171293	-0.420241	-0.714071	-0.442658	0.116128	-0.123792	-2.108168	-0.174014	-1.828142	-0.218456	-0.129805	0.083456	-0.486054	0.016728	-0.079133	-0.422792	-1.966113	-1.011456	-0.094637	-0.217464	-0.434598	0.187078	-0.617912	0.019932	0.036436	-2.489468	-0.110713	-0.832239	-0.489496	0.181047	-9999	-9999	-0.229618	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-0.308828	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-0.314459	-9999	-0.013311	-9999	-9999	-9999	0.064857	-9999	0.096262	-9999	-0.174650	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-0.293636	-9999	-9999	-9999	-9999	-0.570690	0.103430	-9999	-9999	0.107027	-9999	-9999	-0.165067	-0.548091	-0.557258	-0.435648	-0.385322	-0.634806	-0.103735	-0.639789	-0.300966	-0.513004	0.455807	0.275750	-0.523823	-0.111610	0.462189	-0.487823	-0.356438	-0.428584	-9999	-0.181174	-0.399065	-0.016024	-0.304110	-0.043019	-0.609529	-0.180588	-0.007307	-0.532873	-0.271757	-0.238495	-0.039042	-0.272924	-0.367762	0.020527	-0.073374	-0.282619	-0.185036	-0.307014	-9999	-0.004267	-0.264921	-0.198509	-0.367605	-0.643066	-0.227922	-9999	-0.135132	-0.605576	-9999	-9999	-0.594908	-0.632833	-9999	-0.651171	-9999	-9999	-0.172397	-9999	-9999	-0.411459	-0.482624	-0.751049	-9999	-0.432594	-0.484907	-0.419227	-0.236318	-0.197238	-9999	-0.389510	-9999	-9999	-9999	
1868	-0.325064	-0.418930	-1.081026	-0.751878	-0.817797	-0.545044	-0.355818	-0.431383	-1.022869	-1.852821	-0.478258	-1.042978	-0.438301	-1.009218	-0.437654	-0.558062	-0.941254	-0.654234	-0.346052	-0.406496	-0.408104	-0.482969	-0.791067	-0.428205	-0.502308	-0.330244	-0.602366	-0.611622	-9999	-0.632010	-0.652060	-0.232780	-9999	-0.655785	-0.542553	-0.068718	-0.588528	0.003003	0.251244	0.915528	0.171469	1.120019	0.380587	-0.173241	0.582520	1.187919	0.720210	-0.028618	-0.261073	0.444521	1.089567	-0.142451	0.731219	-0.639816	0.340369	0.116566	0.089417	0.239434	0.726142	0.426828	1.122018	-0.002042	-0.466570	-0.009726	0.175892	0.135219	1.072861	-0.016706	0.834407	0.121148	0.273191	0.085461	0.384142	0.836795	0.700131	0.035522	0.118653	0.617262	-0.154990	0.676673	-0.694546	-9999	-9999	-0.547672	-0.644857	-9999	-0.542927	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-0.621552	-9999	-9999	-0.589222	-9999	-0.633745	-0.597567	-0.585508	-9999	-0.666130	-0.602547	-0.690094	-9999	-9999	-0.740702	-0.646276	-9999	-0.535576	-9999	-0.500128	-9999	-9999	-9999	-9999	-0.618004	-9999	-0.620195	-9999	-0.661791	-9999	-9999	-9999	-9999	-9999	-0.474918	-9999	-9999	-0.526796	-9999	-9999	-0.503658	-0.536248	-0.480867	-0.796700	-0.734397	-0.444803	-0.430808	-0.720734	-0.529379	-0.658566	-0.932329	-0.795882	-0.424494	0.156260	-0.392372	-0.747108	-0.719445	-0.467677	-9999	-0.392215	-0.498105	0.224283	-0.265985	-0.808699	-0.580763	-0.644123	-0.837579	-0.370329	-0.322517	-0.453358	-0.497667	-0.337894	-0.390581	-0.349348	-0.339651	-0.396166	-0.412546	-0.480112	-9999	-0.357489	-0.312963	-0.394958	-0.464760	-0.522012	-0.334841	-9999	-0.316990	-0.450188	-9999	-9999	-9999	-0.620054	-9999	-0.561672	-9999	-9999	-1.027379	-9999	-9999	-0.419239	-9999	-0.651709	-9999	-9999	-9999	-0.334524	-0.259419	-0.011823	-9999	-0.489198	0.093742	-9999	-9999	
1869	-0.298510	-0.368155	0.043812	-0.302041	0.212954	-0.096437	-0.346643	-0.184931	0.042997	-1.076477	-0.307957	-0.006266	-0.085217	0.078201	0.165792	-0.530737	0.119385	0.226051	-0.261147	-0.314371	-0.276209	-0.361450	-0.584631	-0.679058	-0.497206	-0.256304	-0.673889	-0.098658	-9999	-0.363684	-0.309214	-0.488800	-9999	-0.344635	-0.226995	-0.576757	-0.175297	-0.191382	-0.244085	0.136438	0.473290	-0.096871	-0.119615	0.047315	-0.041293	0.091539	-0.371605	0.185947	0.134977	-0.154009	-0.096376	-0.125205	0.193996	-1.246532	-0.006776	-0.287099	-0.117889	0.251442	-0.004487	0.204556	-0.062443	-0.115682	-0.347317	0.423785	-0.362103	-0.160579	-0.186990	-0.585250	0.141485	-0.356535	0.006456	0.233987	-0.219979	0.159337	-0.035333	-0.263675	-0.459924	-0.125905	0.481676	-0.080337	-0.474541	-9999	-9999	-0.231945	-0.320448	-9999	-0.289040	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-0.313093	-9999	-9999	-0.234764	-9999	-0.325748	-0.263498	-0.328596	-9999	-0.304598	-0.340456	-0.364916	-9999	-9999	-0.344137	-0.309746	-9999	-0.448685	-9999	-0.174290	-9999	-9999	-9999	-9999	-0.259132	-9999	-0.340593	-9999	-0.277798	-9999	-0.201466	-9999	-9999	-0.888203	-0.415590	-9999	-9999	-0.346323	-9999	-9999	-0.452064	-0.097209	-0.052456	-0.807859	-0.703431	-0.892666	-0.415347	-0.174378	-0.477308	-0.865177	-0.521360	-0.841224	-0.825871	-0.111189	-0.449688	-0.928637	-0.609944	-0.383961	-9999	0.049389	-0.458856	-0.103674	-0.353804	-0.792507	-0.999012	-0.394657	-0.598771	-0.746908	-0.120567	0.250143	-0.125238	-0.122156	-0.035839	0.265234	0.193329	-0.074732	0.260197	0.174358	-9999	0.296448	-0.135973	-0.097054	0.111198	-0.066137	-0.165758	-9999	-0.261974	-0.510754	-9999	-9999	-0.883045	-0.588461	-9999	-0.652594	-9999	-9999	-0.505952	-9999	-9999	-0.414543	-0.632782	-0.701790	-9999	-0.568041	-0.781221	-0.148338	-0.299069	-0.066278	-0.273200	-0.580999	-0.154985	-9999	-9999	
1870	-0.606403	-0.772741	-0.891336	0.134998	-0.899569	-0.837898	-0.711082	-0.550158	-0.873392	-0.504066	-0.785385	-0.861330	-0.627651	-0.865168	-0.752430	-0.678759	-0.880463	-0.810743	-0.600973	-0.756710	-0.749706	-0.742891	-0.178526	-0.728249	-0.714008	-0.528351	-0.836957	-0.749676	-9999	-0.715672	-0.747065	-0.603527	-9999	-0.733038	-0.780010	-0.489754	-0.776926	-0.701856	-0.318618	-1.263508	-1.722630	-0.916432	-1.034389	-0.854054	-1.103450	-1.591513	-1.228325	-1.356419	-1.040004	-0.532673	-1.244133	-0.489981	-1.409768	-0.209542	-0.383893	-0.635997	-0.836141	-1.533318	-1.074670	-1.805359	-0.874014	-0.727727	-0.218199	-1.187361	-0.615173	-0.863940	-0.965215	-0.805266	-1.813215	0.122711	-1.037191	-1.169073	-0.843222	-1.665020	-1.090008	-0.088542	-0.966643	-0.786231	-1.255527	-0.460679	-0.406647	-9999	-9999	-0.548571	-0.504496	-9999	-0.396662	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-0.625744	-9999	-9999	-0.250546	-9999	-0.420301	-0.315052	-0.483473	-9999	-0.646258	-0.467991	-0.310358	-9999	-9999	-0.437805	-0.266117	-9999	-0.283457	-9999	-0.496441	-9999	-9999	-9999	-9999	-0.261940	-9999	-0.438335	-9999	-0.631733	-9999	-0.395273	-9999	-9999	-9999	-0.337910	-9999	-9999	-0.229954	-9999	-9999	-0.338199	-0.385430	-0.347622	-0.623018	-0.549592	-0.890337	-0.674818	-0.476411	-0.619242	-0.638916	-0.661574	-0.514806	-0.645197	-0.564568	-1.605756	-0.717056	-0.566773	-0.755653	-0.452583	-1.072048	-0.535688	-0.636347	-0.185633	-0.485535	-0.897745	-0.233043	-0.364248	-0.653603	-0.361088	-0.156160	-0.253462	-0.184570	-0.262659	-0.131220	-0.205004	-0.226625	-0.171196	-0.213757	-9999	-0.123188	-0.389347	-0.385019	-0.276045	-0.495659	-0.444210	-9999	-0.365396	-0.798210	-9999	-9999	-9999	-0.887196	-9999	-0.943964	-9999	-9999	-0.589607	-9999	-9999	-0.564495	-9999	-1.112873	-9999	-9999	-9999	-0.360817	-0.279924	-0.192037	-0.251842	-0.464841	-0.169169	-9999	-9999	
